,Unnamed: 0,Volume,Last,Chg,% Chg
27,zSpace Inc. (ZSPC),79.5K,11.19,1.33,13.49
28,Yatsen Holding Ltd. ADR (YSG),459.3K,4.88,0.57,13.23
29,SolarBank Corp. (SUUN),221.7K,4.92,0.57,13.1
30,Collective Mining Ltd. (CNL),62.5K,7.77,0.86,12.45
31,aTyr Pharma Inc. (ATYR),1.7M,3.99,0.44,12.39
32,Cyngn Inc. (CYN),158.3K,4.88,0.5,11.42
33,Uni-Fuels Holdings Ltd. (UFG),154.5K,4.52,0.46,11.33
34,Fabrinet (FN),1.6M,223.52,21.64,10.72
35,Shoals Technologies Group Inc. (SHLS),6.3M,3.26,0.32,10.88
36,Korro Bio Inc. (KRRO),50.9K,24.66,2.29,10.24
37,Concrete Pumping Holdings Inc. (BBCP),450.4K,5.46,0.5,10.08
38,Performant Healthcare Inc. (PHLT),169.8K,2.77,0.25,9.92
39,N-able Inc. (NABL),1.4M,7.84,0.69,9.72
40,Idaho Strategic Resources Inc. (IDR),197.6K,12.62,1.11,9.64
41,A2Z Cust2Mate Solutions Corp. (AZ),224.3K,6.53,0.57,9.56
42,NextNav Inc. (NN),3.4M,11.2,0.93,9.06
43,First Majestic Silver Corp. (AG),30.0M,6.68,0.55,8.88
44,Ramaco Resources Inc. Cl A (METC),1.0M,9.63,0.77,8.69
45,Aris Mining Corp. (ARMN),1.3M,4.4,0.34,8.5
46,Capri Holdings Ltd. (CPRI),4.8M,21.12,1.64,8.42
47,Yalla Group Ltd. ADR (YALA),1.4M,4.79,0.37,8.37
48,Biomea Fusion Inc. (BMEA),883.8K,2.66,0.2,8.13
49,Nuvectis Pharma Inc. (NVCT),80.2K,8.35,0.61,7.88
50,Aurora Mobile Ltd. ADR (JG),179.5K,9.71,0.69,7.65
51,Marwynn Holdings Inc. (MWYN),717.4K,4.3,0.3,7.5
52,CNS Pharmaceuticals Inc. (CNSP),67.3K,2.71,0.18,7.11
53,Algoma Steel Group Inc. (ASTL),3.1M,6.24,0.42,7.22
54,Mercury Systems Inc. (MRCY),641.0K,45.11,3.01,7.15
55,Blade Air Mobility Inc. (BLDE),2.3M,3.03,0.2,7.07
56,Phreesia Inc. (PHR),964.7K,25.46,1.66,6.97
57,Forward Air Corp. (FWRD),619.0K,18.87,1.22,6.91
58,Junee Ltd. (JUNE),57.4K,5.13,0.33,6.88
59,Dollar General Corp. (DG),7.3M,79.99,5.14,6.87
60,Bowman Consulting Group Ltd. (BWMN),219.7K,23.5,1.49,6.77
61,ContextLogic Inc. (LOGC),408.7K,7.51,0.47,6.68
62,Dollar Tree Inc. (DLTR),5.4M,66.0,4.08,6.59
63,Zenas BioPharma Inc. (ZBIO),147.2K,8.73,0.52,6.33
64,Groupon Inc. (GRPN),4.2M,14.86,0.88,6.29
65,Savara Inc. (SVRA),1.3M,2.76,0.16,6.15
66,NovaGold Resources Inc. (NG),2.3M,3.46,0.2,6.13
67,Surmodics Inc. (SRDX),180.0K,28.32,1.61,6.03
68,Claros Mortgage Trust Inc. (CMTG),2.3M,3.62,0.2,5.99
69,EUDA Health Holdings Ltd. (EUDA),100.2K,3.84,0.21,5.79
70,Pharvaris N.V. (PHVS),58.6K,16.91,0.9,5.62
71,Orla Mining Ltd. (ORLA),1.3M,8.29,0.44,5.61
72,Superior Industries International Inc. (SUP),92.5K,2.12,0.11,5.47
73,Hello Group Inc. ADR (MOMO),1.4M,7.17,0.37,5.44
74,Blaize Holdings Inc. (BZAI),1.0M,3.49,0.18,5.44
75,Avadel Pharmaceuticals PLC (AVDL),714.7K,8.39,0.43,5.4
76,Fold Holdings Inc. (FLD),72.0K,6.87,0.35,5.37
77,Instil Bio Inc. (TIL),63.0K,19.06,0.97,5.36
78,Scholastic Corp. (SCHL),384.5K,20.05,1.02,5.36
79,B2Gold Corp. (BTG),41.5M,2.9,0.14,5.25
80,Allegro MicroSystems Inc. (ALGM),3.6M,26.24,1.3,5.21
81,Mingteng International Corp. Inc. (MTEN),111.4K,4.78,0.23,5.05
82,New Gold Inc. (NGD),27.4M,3.24,0.15,5.03
83,Soleno Therapeutics Inc. (SLNO),983.7K,49.03,2.33,4.99
84,Niu Technologies ADR (NIU),649.6K,2.57,0.12,4.9
85,Anixa Biosciences Inc. (ANIX),51.5K,2.81,0.13,4.85
86,Nyxoah S.A. (NYXH),55.4K,10.05,0.32,3.29
87,Skyline Builders Group Holding Ltd. Cl A (SKBL),1.8M,10.73,0.49,4.79
88,Ascent Industries Co. (ACNT),120.6K,12.34,0.56,4.75
89,Tourmaline Bio Inc. (TRML),270.5K,17.04,0.77,4.73
90,Green Dot Corp. Cl A (GDOT),961.6K,6.64,0.3,4.73
91,Newmont Corp. (NEM),9.4M,45.67,2.04,4.68
92,Cibus Inc. (CBUS),485.7K,2.26,0.1,4.63
93,Medicus Pharma Ltd. (MDCX),53.8K,3.44,0.15,4.56
94,SSR Mining Inc. (SSRM),3.3M,10.7,0.46,4.49
95,Hain Celestial Group Inc. (HAIN),1.5M,4.34,0.18,4.45
96,Eldorado Gold Corp. (EGO),1.2M,15.3,0.65,4.44
97,Vox Royalty Corp. (VOXR),225.1K,2.6,0.11,4.42
98,X Financial ADR (XYF),54.9K,11.75,0.49,4.35
99,SenesTech Inc. (SNES),3.0M,2.4,0.1,4.35
