symbol,price,price_change,price_percent_change
MTSI,100.93,4.05,4.18
MNDY,242.82,9.76,4.19
XIACF,6.93,0.27,4.05
SRUUF,14.15,0.55,4.04
NUVL,70.25,2.87,4.26
BA,153.99,5.84,3.94
PLMR,131.21,5.12,4.06
CVE,12.98,0.5,4.01
CRK,18.38,0.7,3.99
FUTU,110.28,4.22,3.98
ACA,81.5,2.95,3.76
AGI,23.96,0.91,3.95
GTLS,147.57,5.58,3.93
FCX,35.88,1.38,4.0
CMC,44.87,1.65,3.81
PWR,246.13,9.42,3.98
SPOT,508.41,19.17,3.92
NSANY,5.92,0.22,3.86
BRZE,33.6,1.16,3.58
FLR,35.6,1.31,3.82
KKR,112.14,3.97,3.67
TEAM,224.1,8.21,3.8
BYDDF,45.15,1.65,3.8
CURB,24.24,0.89,3.79
DKNG,38.66,1.42,3.81
TSLA,230.58,8.43,3.79
ENOV,36.86,1.35,3.8
GFI,20.55,0.74,3.74
FIX,324.6,11.34,3.62
AMG,160.38,5.73,3.7
GWRE,172.99,6.25,3.75
HCC,48.88,1.83,3.89
QTWO,73.86,2.49,3.49
AEM,100.57,3.54,3.65
APO,130.37,4.36,3.46
EVR,197.06,6.78,3.56
BKU,32.46,1.1,3.51
MOD,80.16,2.89,3.74
CLSK,8.26,0.28,3.51
PODD,245.35,8.29,3.5
BYDDY,90.23,3.08,3.53
USLM,88.07,2.9,3.4
IVPAF,9.35,0.31,3.43
BUR,13.29,0.43,3.34
SRAD,20.13,0.66,3.39
PRCT,59.57,1.98,3.44
FINMY,24.08,0.79,3.4
EQT,49.12,1.63,3.44
AR,35.86,1.17,3.37
DTM,89.91,2.96,3.4
EME,372.81,11.65,3.23
DASH,183.73,5.87,3.3
ELV,422.02,12.48,3.05
CRC,42.93,1.4,3.37
VWDRY,5.28,0.19,3.73
ET,17.84,0.58,3.39
AZZ,90.52,2.79,3.18
AAON,82.39,2.6,3.26
BIRK,44.94,1.43,3.29
